4,0,4,0,40,92
4,1,130,410,561,1
4,2,4,1,23,1
4,3,3201,3822,7344,-13770,1,1,s,r,s,f
4,4,3122,3855,7267,-13820,1,1,s,r,s,f
4,5,3013,3973,7219,-13836,1,1,s,r,s,f
4,6,2842,4025,7144,-13896,1,2,s,r,s,d
4,7,2622,3957,6993,-14034,1,2,s,l,s,d
4,8,2351,3853,6901,-14157,1,2,s,l,h,d
4,9,2450,3807,6809,-14197,1,2,s,s,h,d
4,10,2363,3453,6964,-14227,1,2,s,r,s,d
4,11,2262,3307,7009,-14256,1,2,s,l,s,f
4,12,2088,3049,7071,-14309,1,2,s,l,s,f
4,13,2391,2843,7119,-14280,1,1,s,r,s,f
4,14,2388,2445,7284,-14271,1,2,s,r,h,d
4,15,2119,2495,7245,-14325,1,2,s,r,h,d
4,16,1791,2676,7153,-14383,1,1,s,r,s,d
4,17,1988,2665,7176,-14348,1,1,s,s,s,d
4,18,1917,2860,7090,-14363,1,1,s,l,s,d
4,19,1862,2930,7135,-14333,1,2,s,l,s,d
4,20,1744,2887,7227,-14311,1,1,s,r,s,d
4,21,2159,2899,7252,-14239,1,2,s,l,s,f
4,22,2041,3243,7085,-14266,1,2,s,l,s,f
4,23,1944,3147,7157,-14266,1,2,s,l,s,f
4,24,1869,2888,7229,-14294,1,2,s,r,s,f
4,25,2012,1581,7401,-14391,1,2,s,r,s,f
4,26,997,1814,7261,-14540,1,1,s,r,s,f
4,27,831,2100,7215,-14535,1,2,s,s,m,d
4,28,770,2231,7227,-14512,1,2,s,s,m,d
4,29,1118,2426,7386,-14378,1,2,s,l,m,d
4,30,1182,2771,7281,-14364,1,2,s,l,s,f
4,31,1268,3085,7372,-14245,1,2,s,l,s,f
4,32,1367,3125,7488,-14167,1,2,s,l,s,d
3,0,3,0,40,81
3,1,135,416,558,1
3,2,4,1,23,1
3,3,8540,-8978,-4826,9569,1,1,s,r,s,f
3,4,8558,-9035,-4753,9536,1,1,s,r,s,f
3,5,8461,-8849,-4942,9700,1,1,s,r,s,f
3,6,8312,-8062,-6006,9912,1,1,s,r,s,f
3,7,8353,-8025,-5925,9956,1,1,s,r,s,f
3,8,8316,-7847,-5932,10124,1,1,s,r,s,f
3,9,8163,-7759,-5723,10431,1,1,s,r,s,d
3,10,8559,-7558,-5556,10352,1,1,m,r,s,f
3,11,8577,-7892,-4978,10382,1,1,s,r,s,f
3,12,8184,-7769,-5823,10352,1,1,s,r,s,d
3,13,4428,-6835,-8647,11283,1,1,s,r,s,d
3,14,4172,-6115,-9568,11048,1,1,s,l,s,f
3,15,4767,-5617,-10813,9859,1,2,s,l,s,d
3,16,4203,-5429,-11511,9422,1,1,s,s,s,d
3,17,4507,-6054,-11210,9261,1,2,s,l,s,d
3,18,4423,-6361,-10991,9358,1,2,s,r,s,f
3,19,4936,-6052,-11298,8931,1,1,s,s,s,f
3,20,4711,-5865,-11471,8958,1,2,s,r,m,d
3,21,3893,-5216,-11927,9154,1,2,s,r,h,d
3,22,4790,-6339,-11417,8656,1,1,s,s,s,d
3,23,5014,-7314,-11034,8248,1,1,s,r,s,f
3,24,4968,-8021,-10677,8086,1,2,s,s,h,d
3,25,5019,-7923,-10730,8081,1,2,s,r,h,d
3,26,5371,-8338,-10362,7916,1,1,s,l,s,f
3,27,5383,-8471,-10408,7704,1,1,s,l,s,f
3,28,5321,-8717,-10296,7623,1,1,s,l,s,f
3,29,5307,-8631,-10374,7623,1,1,s,l,s,f
3,30,5323,-8372,-10487,7747,1,1,s,l,s,f
3,31,5485,-8536,-10187,7853,1,2,s,r,h,d
3,32,5221,-8058,-10567,8035,1,2,s,l,h,d
2,0,2,0,40,131
2,1,129,411,119,1
2,2,4,1,23,1
2,3,6458,-10237,4345,-10150,1,2,s,s,m,d
2,4,6421,-10246,4371,-10153,1,2,s,s,m,d
2,5,6471,-10255,4272,-10154,1,1,s,s,m,d
2,6,6510,-10244,4209,-10167,1,1,s,s,m,d
2,7,6490,-10236,4206,-10189,1,1,s,s,m,d
2,8,6441,-10225,4205,-10231,1,1,s,s,m,d
2,9,6463,-10220,4121,-10257,1,1,s,s,m,d
2,10,6416,-10233,3990,-10325,1,1,s,s,m,d
2,11,6328,-10249,3966,-10373,1,1,s,s,m,d
2,12,6340,-10264,3806,-10411,1,1,s,s,s,f
2,13,6286,-10247,3705,-10496,1,2,s,l,s,f
2,14,6175,-10265,3667,-10558,1,2,s,s,m,d
2,15,6116,-10239,3605,-10638,1,2,s,s,m,d
2,16,6092,-10213,3509,-10709,1,2,s,s,m,d
2,17,6048,-10220,3515,-10724,1,2,s,s,m,d
2,18,6012,-10207,3536,-10751,1,2,s,s,m,d
2,19,6027,-10189,3459,-10784,1,2,s,s,m,d
2,20,6000,-10103,3321,-10923,1,2,s,s,s,f
2,21,5905,-10089,3392,-10965,1,2,s,r,m,d
2,22,5869,-10071,3435,-10988,1,2,s,r,m,d
2,23,5841,-10021,3444,-11045,1,2,s,r,m,d
2,24,5810,-10028,3514,-11033,1,2,s,l,s,f
2,25,5816,-10085,3516,-10978,1,2,s,r,m,d
2,26,5902,-10143,3422,-10908,1,2,s,r,m,d
2,27,5992,-10179,3450,-10816,1,2,s,s,m,d
2,28,6107,-10203,3548,-10697,1,2,s,s,m,d
2,29,6298,-10234,3674,-10512,1,2,s,l,m,d
2,30,6344,-10238,3723,-10464,1,1,s,l,m,d
2,31,6408,-10242,3697,-10429,1,1,s,l,m,d
2,32,6464,-10148,3663,-10499,1,2,s,l,m,d
