2,0,2,1,6,121
2,1,137,412,118,1
2,2,4,1,23,1
2,3,4390,-7347,-15,-13970,1,2,m,r,h,u
2,4,3274,-7527,543,-14168,1,2,m,r,h,u
2,5,2572,-7699,892,-14203,1,2,m,r,h,u
2,6,2626,-7980,842,-14040,1,2,m,r,h,u
2,7,3126,-8687,363,-13529,1,2,m,r,h,u
2,8,4318,-10374,-645,-11904,1,2,m,r,h,u
2,9,5392,-12269,-301,-9419,1,2,s,l,s,f
2,10,6506,-13226,-435,-7139,1,2,s,l,s,d
2,11,7427,-13283,-658,-6032,1,2,s,l,s,d
2,12,7902,-13170,-803,-5646,1,2,s,l,s,d
2,13,8329,-13108,-908,-5137,1,2,s,l,s,f
2,14,8481,-12993,-1035,-5158,1,1,s,l,s,f
2,15,8684,-12759,-1189,-5365,1,1,s,l,s,f
2,16,8869,-11170,-1083,-7988,1,1,s,s,s,f
2,17,7132,-9246,-1998,-11317,1,2,s,l,m,d
2,18,7702,-8401,-2274,-11547,1,2,s,r,s,d
2,19,7432,-7631,-2218,-12248,1,2,s,r,s,d
2,20,7500,-7349,-2370,-12350,1,2,s,r,s,d
2,21,8167,-9764,-3403,-9736,1,2,s,s,s,d
2,22,9019,-11543,-4287,-5954,1,2,s,l,s,f
2,23,9675,-11704,-4779,-3870,1,1,s,l,m,d
2,24,10033,-11522,-4776,-3490,1,1,s,l,m,d
2,25,10324,-11377,-4909,-2880,1,1,s,l,m,d
2,26,10505,-11229,-5010,-2620,1,1,s,l,s,f
2,27,10562,-11200,-5079,-2370,1,1,s,l,s,f
2,28,10623,-11132,-5128,-2310,1,1,s,l,s,f
2,29,10738,-11039,-5160,-2148,1,1,s,r,s,f
2,30,10845,-10847,-5338,-2153,1,1,s,l,m,d
2,31,11066,-7766,-5192,-7661,1,1,m,r,s,f
2,32,7538,-7672,-2217,-12158,1,2,s,r,s,d
