4,0,4,1,16,102
4,1,124,410,560,1
4,2,4,1,23,1
4,3,9660,-2888,6138,-11361,1,1,s,l,s,f
4,4,9809,-3094,5990,-11258,1,2,s,l,s,f
4,5,9856,-3141,5919,-11241,1,2,s,l,s,f
4,6,10038,-3247,5966,-11023,1,1,s,l,s,f
4,7,10062,-3232,5939,-11020,1,1,s,l,s,f
4,8,9957,-3022,5970,-11157,1,2,s,l,s,f
4,9,9903,-2783,6104,-11195,1,1,s,l,s,f
4,10,10002,-2912,5977,-11142,1,1,s,l,s,f
4,11,10350,-2851,6038,-10803,1,1,s,l,s,f
4,12,10771,-2692,6284,-10279,1,1,s,l,s,f
4,13,10787,-2839,6404,-10148,1,1,s,s,s,f
4,14,10433,-2623,6241,-10664,1,1,s,l,s,f
4,15,10342,-2643,6228,-10756,1,1,s,l,s,f
4,16,10364,-2326,6296,-10767,1,1,s,l,s,f
4,17,10318,-2309,6247,-10844,1,1,s,l,s,f
4,18,10323,-2299,6300,-10810,1,1,s,l,s,f
4,19,10165,-2454,6360,-10891,1,1,s,l,s,f
4,20,10108,-2246,6395,-10968,1,1,s,l,s,f
4,21,10104,-2228,6382,-10983,1,1,s,l,s,f
4,22,10192,-2302,6408,-10871,1,1,s,l,s,f
4,23,10223,-2414,6310,-10875,1,1,s,l,s,f
4,24,10231,-2374,6288,-10889,1,1,s,l,s,f
4,25,10258,-2374,6287,-10864,1,1,s,l,s,f
4,26,10397,-2667,6175,-10726,1,1,s,l,s,f
4,27,10807,-3460,5674,-10366,1,1,s,l,s,f
4,28,10839,-9825,4589,-5774,1,1,s,l,s,f
4,29,9561,-13114,1937,-1132,1,2,s,r,h,d
4,30,11305,-11336,-1757,-3005,1,1,s,s,s,f
4,31,11419,-11723,342,-677,1,2,s,l,h,d
4,32,11018,-11940,-801,1949,1,1,s,l,s,f
3,0,3,1,16,91
3,1,132,415,558,1
3,2,4,1,23,1
3,3,12008,-7358,-1297,8270,1,1,m,l,s,f
3,4,11947,-7456,-1430,8249,1,1,m,l,s,f
3,5,11925,-7581,-1456,8162,1,1,m,l,s,f
3,6,11964,-7654,-1422,8041,1,1,m,l,s,f
3,7,11961,-7755,-1318,7967,1,1,m,l,s,f
3,8,11983,-7841,-1341,7844,1,1,m,l,s,f
3,9,11957,-7928,-1388,7789,1,1,m,l,s,f
3,10,11923,-7970,-1501,7777,1,1,m,l,s,f
3,11,11855,-8029,-1616,7797,1,1,m,l,s,f
3,12,11840,-8078,-1662,7759,1,1,m,l,s,f
3,13,11809,-8119,-1764,7741,1,1,m,l,s,f
3,14,11763,-8179,-1878,7722,1,1,m,l,s,f
3,15,11730,-8194,-1996,7726,1,1,m,l,s,f
3,16,11656,-8210,-2081,7798,1,1,m,l,s,f
3,17,11635,-8245,-2123,7781,1,1,m,l,s,f
3,18,11600,-8325,-2198,7728,1,1,m,l,s,f
3,19,11595,-8335,-2243,7712,1,1,m,l,s,f
3,20,11583,-8357,-2369,7668,1,1,m,l,s,f
3,21,11588,-8471,-2307,7553,1,1,m,l,s,f
3,22,11567,-8552,-2315,7492,1,1,m,l,s,f
3,23,11572,-8577,-2266,7470,1,1,m,l,s,f
3,24,11533,-8636,-2324,7445,1,1,m,l,s,f
3,25,11541,-8651,-2353,7405,1,1,m,l,s,f
3,26,11546,-8670,-2371,7369,1,1,m,r,s,f
3,27,11551,-8749,-2349,7274,1,1,s,r,s,f
3,28,11589,-8789,-2337,7168,1,1,s,r,s,f
3,29,11587,-8844,-2326,7109,1,1,s,r,s,f
3,30,11592,-8892,-2334,7037,1,1,s,r,s,f
3,31,11646,-8935,-2285,6909,1,1,s,r,s,f
3,32,11893,-8989,-2107,6460,1,1,s,l,s,f
2,0,2,1,17,81
2,1,135,410,166,1
2,2,4,1,23,1
2,3,4432,-2694,14168,-6386,1,1,s,l,h,d
2,4,3613,-1834,13848,-7761,1,2,s,r,h,d
2,5,7829,-6153,10431,-7775,1,1,s,s,h,d
2,6,3945,-389,14062,-7412,1,2,s,l,h,d
2,7,8299,-5274,10227,-8193,1,2,s,s,h,d
2,8,7083,-1893,13073,-6614,1,1,s,s,h,d
2,9,6148,-1900,12924,-7745,1,1,s,r,s,d
2,10,8499,-6303,9574,-8049,1,2,s,l,s,d
2,11,7525,-1822,13076,-6123,1,1,s,s,s,d
2,12,8872,-7672,8813,-7290,1,2,s,l,h,d
2,13,8814,-1116,12758,-5169,1,2,s,r,s,d
2,14,8687,-4781,10683,-7480,1,1,s,l,s,d
2,15,8745,-4083,10911,-7497,1,2,s,s,s,f
2,16,6302,-1968,12886,-7665,1,1,s,r,s,d
2,17,7674,-6125,9853,-8656,1,2,s,r,s,f
2,18,5110,-1023,13417,-7825,2,4,s,r,s,f
2,19,7655,-6052,9880,-8693,1,2,s,r,s,f
2,20,5198,-887,13135,-8250,2,4,s,r,s,f
2,21,4629,-1810,12855,-8858,1,2,s,r,h,d
2,22,3677,-2831,12072,-10057,1,1,s,l,s,f
2,23,4697,-5433,10097,-10718,1,1,s,l,s,f
2,24,5093,-5325,8685,-11776,1,1,s,s,s,f
2,25,5556,-4758,8533,-11920,1,1,s,r,s,f
2,26,7507,-7407,7933,-9708,1,1,s,l,s,f
2,27,9462,-10736,6650,-4404,1,1,s,s,s,f
2,28,9530,-11485,5966,-3177,1,1,s,s,s,d
2,29,9668,-12132,5205,-807,1,1,s,s,s,d
2,30,10299,-11891,4496,-839,1,2,s,s,h,d
2,31,10170,-12332,3516,733,1,1,s,l,s,f
2,32,12114,-9633,3544,-4039,1,1,s,r,s,f
