5,0,5,15,14,53
5,1,119,336,588,1
5,2,10,3,23,1
5,3,3992,-14527,6386,819,1,2,s,r,h,d
5,4,3994,-14571,6278,865,1,2,s,r,h,d
5,5,4035,-14611,6154,878,1,2,s,r,h,d
5,6,4023,-14640,6091,887,1,2,s,r,h,d
5,7,4029,-14655,6046,926,1,2,s,r,h,d
5,8,4077,-14634,6062,944,1,2,s,r,h,d
5,9,4086,-14645,6033,921,1,2,s,r,h,d
5,10,4057,-14626,6098,912,1,2,s,r,h,d
5,11,4055,-14578,6211,927,1,2,s,r,h,d
5,12,4045,-14592,6182,950,1,2,s,r,h,d
5,13,4069,-14598,6151,954,1,2,s,r,h,d
5,14,4061,-14615,6113,979,1,2,s,r,h,d
5,15,4071,-14616,6103,986,1,2,s,r,h,d
5,16,4097,-14612,6095,984,1,2,s,r,h,d
5,17,4096,-14608,6102,1006,1,2,s,r,h,d
5,18,4089,-14602,6124,982,1,2,s,r,h,d
5,19,4076,-14579,6191,956,1,2,s,r,h,d
5,20,4051,-14569,6233,941,1,2,s,r,h,d
5,21,4061,-14557,6256,946,1,2,s,r,h,d
5,22,4075,-14563,6233,937,1,2,s,r,h,d
5,23,4089,-14591,6158,929,1,2,s,r,h,d
5,24,4097,-14600,6131,937,1,2,s,r,h,d
5,25,4101,-14627,6064,924,1,2,s,r,h,d
5,26,4133,-14644,6004,907,1,2,s,r,s,d
5,27,4130,-14677,5921,931,1,2,s,r,s,d
5,28,4152,-14655,5961,929,1,2,s,r,s,d
5,29,4153,-14640,5998,927,1,2,s,r,s,d
5,30,4120,-14644,6006,955,1,2,s,r,s,d
5,31,4125,-14635,6027,947,1,2,s,r,s,d
5,32,4124,-14638,6020,950,1,2,s,r,s,d
